user_id,text,platform,date
130,دعم العملاء كان ممتازًا وسريع الاستجابة.,Amazon,2024-05-09
131,هذا أفضل منتج استخدمته على الإطلاق!,Amazon,2024-05-10
132,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,YouTube,2024-05-11
133,التجربة كانت عادية، لا شيء مميز.,Facebook,2024-05-12
134,هذا أفضل منتج استخدمته على الإطلاق!,Facebook,2024-05-13
135,دعم العملاء كان ممتازًا وسريع الاستجابة.,Twitter,2024-05-14
136,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Instagram,2024-05-15
137,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,Facebook,2024-05-16
138,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,Twitter,2024-05-17
139,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Twitter,2024-05-18
140,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Twitter,2024-05-19
141,التجربة كانت عادية، لا شيء مميز.,Instagram,2024-05-20
142,دعم العملاء كان ممتازًا وسريع الاستجابة.,Twitter,2024-05-21
143,التجربة كانت عادية، لا شيء مميز.,YouTube,2024-05-22
144,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Amazon,2024-05-23
145,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,Amazon,2024-05-24
146,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Instagram,2024-05-25
147,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Instagram,2024-05-26
148,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Twitter,2024-05-27
149,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,Instagram,2024-05-28
150,أحببت جودة التصميم، تستحق كل قرش!,Facebook,2024-05-29
151,أحببت جودة التصميم، تستحق كل قرش!,Instagram,2024-05-30
152,هذا أفضل منتج استخدمته على الإطلاق!,Twitter,2024-05-31
153,أسوأ تجربة مررت بها، لن أكررها أبدًا.,YouTube,2024-06-01
154,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Twitter,2024-06-02
155,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Instagram,2024-06-03
156,أسوأ تجربة مررت بها، لن أكررها أبدًا.,YouTube,2024-06-04
157,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Amazon,2024-06-05
158,التجربة كانت عادية، لا شيء مميز.,Twitter,2024-06-06
159,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Instagram,2024-06-07
160,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Amazon,2024-06-08
161,دعم العملاء كان ممتازًا وسريع الاستجابة.,Instagram,2024-06-09
162,التجربة كانت عادية، لا شيء مميز.,Amazon,2024-06-10
163,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Facebook,2024-06-11
164,هذا أفضل منتج استخدمته على الإطلاق!,Facebook,2024-06-12
165,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Facebook,2024-06-13
166,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Facebook,2024-06-14
167,هذا أفضل منتج استخدمته على الإطلاق!,Twitter,2024-06-15
168,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,YouTube,2024-06-16
169,هذا أفضل منتج استخدمته على الإطلاق!,YouTube,2024-06-17
170,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Instagram,2024-06-18
171,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Instagram,2024-06-19
172,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,Facebook,2024-06-20
173,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Twitter,2024-06-21
174,أسوأ تجربة مررت بها، لن أكررها أبدًا.,YouTube,2024-06-22
175,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Instagram,2024-06-23
176,أحببت جودة التصميم، تستحق كل قرش!,YouTube,2024-06-24
177,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Facebook,2024-06-25
178,أحببت جودة التصميم، تستحق كل قرش!,Twitter,2024-06-26
179,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Twitter,2024-06-27
180,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Twitter,2024-06-28
181,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,YouTube,2024-06-29
182,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Twitter,2024-06-30
183,هذا أفضل منتج استخدمته على الإطلاق!,Instagram,2024-07-01
184,دعم العملاء كان ممتازًا وسريع الاستجابة.,Instagram,2024-07-02
185,هذا أفضل منتج استخدمته على الإطلاق!,YouTube,2024-07-03
186,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Instagram,2024-07-04
187,التجربة كانت عادية، لا شيء مميز.,Amazon,2024-07-05
188,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Instagram,2024-07-06
189,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,YouTube,2024-07-07
190,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Amazon,2024-07-08
191,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,Instagram,2024-07-09
192,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,Instagram,2024-07-10
193,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Instagram,2024-07-11
194,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Twitter,2024-07-12
195,أسوأ تجربة مررت بها، لن أكررها أبدًا.,YouTube,2024-07-13
196,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Twitter,2024-07-14
197,هذا أفضل منتج استخدمته على الإطلاق!,YouTube,2024-07-15
198,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Instagram,2024-07-16
199,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Amazon,2024-07-17
200,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Instagram,2024-07-18
201,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Twitter,2024-07-19
202,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Facebook,2024-07-20
203,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Facebook,2024-07-21
204,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,Twitter,2024-07-22
205,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Twitter,2024-07-23
206,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Facebook,2024-07-24
207,أسوأ تجربة مررت بها، لن أكررها أبدًا.,YouTube,2024-07-25
208,دعم العملاء كان ممتازًا وسريع الاستجابة.,YouTube,2024-07-26
209,أحببت جودة التصميم، تستحق كل قرش!,Instagram,2024-07-27
210,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Facebook,2024-07-28
211,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Instagram,2024-07-29
212,هذا أفضل منتج استخدمته على الإطلاق!,YouTube,2024-07-30
213,التجربة كانت عادية، لا شيء مميز.,YouTube,2024-07-31
214,التجربة كانت عادية، لا شيء مميز.,Instagram,2024-08-01
215,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,YouTube,2024-08-02
216,هذا أفضل منتج استخدمته على الإطلاق!,Instagram,2024-08-03
217,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Instagram,2024-08-04
218,التجربة كانت عادية، لا شيء مميز.,Instagram,2024-08-05
219,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,YouTube,2024-08-06
220,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,YouTube,2024-08-07
221,دعم العملاء كان ممتازًا وسريع الاستجابة.,Amazon,2024-08-08
222,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Twitter,2024-08-09
223,دعم العملاء كان ممتازًا وسريع الاستجابة.,Facebook,2024-08-10
224,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Amazon,2024-08-11
225,هذا أفضل منتج استخدمته على الإطلاق!,Twitter,2024-08-12
226,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Facebook,2024-08-13
227,هذا أفضل منتج استخدمته على الإطلاق!,Instagram,2024-08-14
228,أحببت جودة التصميم، تستحق كل قرش!,YouTube,2024-08-15
229,أحببت جودة التصميم، تستحق كل قرش!,Twitter,2024-08-16
230,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,YouTube,2024-08-17
231,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Facebook,2024-08-18
232,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Amazon,2024-08-19
233,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Amazon,2024-08-20
234,التجربة كانت عادية، لا شيء مميز.,Twitter,2024-08-21
235,التجربة كانت عادية، لا شيء مميز.,YouTube,2024-08-22
236,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Amazon,2024-08-23
237,هذا أفضل منتج استخدمته على الإطلاق!,Twitter,2024-08-24
238,هذا أفضل منتج استخدمته على الإطلاق!,Facebook,2024-08-25
239,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Facebook,2024-08-26
240,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Facebook,2024-08-27
241,التجربة كانت عادية، لا شيء مميز.,YouTube,2024-08-28
242,التجربة كانت عادية، لا شيء مميز.,Instagram,2024-08-29
243,هذا أفضل منتج استخدمته على الإطلاق!,Instagram,2024-08-30
244,دعم العملاء كان ممتازًا وسريع الاستجابة.,Facebook,2024-08-31
245,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Twitter,2024-09-01
246,أحببت جودة التصميم، تستحق كل قرش!,Amazon,2024-09-02
247,التجربة كانت عادية، لا شيء مميز.,Twitter,2024-09-03
248,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Facebook,2024-09-04
249,دعم العملاء كان ممتازًا وسريع الاستجابة.,Instagram,2024-09-05
250,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Facebook,2024-09-06
251,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Instagram,2024-09-07
252,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Facebook,2024-09-08
253,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,Instagram,2024-09-09
254,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Instagram,2024-09-10
255,التجربة كانت عادية، لا شيء مميز.,Amazon,2024-09-11
256,أحببت جودة التصميم، تستحق كل قرش!,Facebook,2024-09-12
257,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Facebook,2024-09-13
258,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Facebook,2024-09-14
259,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Facebook,2024-09-15
260,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Facebook,2024-09-16
261,هذا أفضل منتج استخدمته على الإطلاق!,Instagram,2024-09-17
262,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Instagram,2024-09-18
263,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Facebook,2024-09-19
264,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Twitter,2024-09-20
265,التوصيل كان سريعًا، ولكن المنتج لم يكن كما توقعت.,Instagram,2024-09-21
266,أسوأ تجربة مررت بها، لن أكررها أبدًا.,YouTube,2024-09-22
267,هذا أفضل منتج استخدمته على الإطلاق!,Amazon,2024-09-23
268,أحببت جودة التصميم، تستحق كل قرش!,Instagram,2024-09-24
269,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Amazon,2024-09-25
270,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Twitter,2024-09-26
271,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Amazon,2024-09-27
272,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,Instagram,2024-09-28
273,التجربة كانت عادية، لا شيء مميز.,Facebook,2024-09-29
274,دعم العملاء كان ممتازًا وسريع الاستجابة.,YouTube,2024-09-30
275,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,YouTube,2024-10-01
276,دعم العملاء كان ممتازًا وسريع الاستجابة.,Twitter,2024-10-02
277,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Amazon,2024-10-03
278,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,Facebook,2024-10-04
279,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Twitter,2024-10-05
280,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Twitter,2024-10-06
281,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,YouTube,2024-10-07
282,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Twitter,2024-10-08
283,أسوأ تجربة مررت بها، لن أكررها أبدًا.,YouTube,2024-10-09
284,التجربة كانت عادية، لا شيء مميز.,Twitter,2024-10-10
285,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,YouTube,2024-10-11
286,دعم العملاء كان ممتازًا وسريع الاستجابة.,Twitter,2024-10-12
287,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Instagram,2024-10-13
288,التجربة كانت عادية، لا شيء مميز.,Twitter,2024-10-14
289,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Twitter,2024-10-15
290,هذا أفضل منتج استخدمته على الإطلاق!,YouTube,2024-10-16
291,هذا أفضل منتج استخدمته على الإطلاق!,Facebook,2024-10-17
292,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Facebook,2024-10-18
293,التجربة كانت عادية، لا شيء مميز.,Instagram,2024-10-19
294,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Facebook,2024-10-20
295,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Amazon,2024-10-21
296,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,YouTube,2024-10-22
297,هذا أفضل منتج استخدمته على الإطلاق!,Instagram,2024-10-23
298,أسوأ تجربة مررت بها، لن أكررها أبدًا.,YouTube,2024-10-24
299,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Instagram,2024-10-25
300,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,YouTube,2024-10-26
301,هذا أفضل منتج استخدمته على الإطلاق!,Twitter,2024-10-27
302,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Facebook,2024-10-28
303,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Twitter,2024-10-29
304,دعم العملاء كان ممتازًا وسريع الاستجابة.,Twitter,2024-10-30
305,لم يكن التطبيق سهل الاستخدام، يحتاج إلى تحسينات.,Amazon,2024-10-31
306,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Twitter,2024-11-01
307,دعم العملاء كان ممتازًا وسريع الاستجابة.,Twitter,2024-11-02
308,هذا أفضل منتج استخدمته على الإطلاق!,Instagram,2024-11-03
309,التجربة لم تكن مرضية، كنت أتوقع الأفضل.,Facebook,2024-11-04
310,أسوأ تجربة مررت بها، لن أكررها أبدًا.,Facebook,2024-11-05
311,هذا أفضل منتج استخدمته على الإطلاق!,Facebook,2024-11-06
312,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,Twitter,2024-11-07
313,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,YouTube,2024-11-08
314,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Instagram,2024-11-09
315,دعم العملاء كان ممتازًا وسريع الاستجابة.,Instagram,2024-11-10
316,هذا أفضل منتج استخدمته على الإطلاق!,Instagram,2024-11-11
317,هذا أفضل منتج استخدمته على الإطلاق!,Twitter,2024-11-12
318,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,YouTube,2024-11-13
319,أحببت جودة التصميم، تستحق كل قرش!,Facebook,2024-11-14
320,أحببت جودة التصميم، تستحق كل قرش!,Facebook,2024-11-15
321,هذا أفضل منتج استخدمته على الإطلاق!,Amazon,2024-11-16
322,الخدمة في المطعم كانت رائعة جدًا، سأعود مرة أخرى!,Twitter,2024-11-17
323,لم يعجبني هذا الهاتف، بطاريته ضعيفة جدًا.,YouTube,2024-11-18
324,التجربة كانت عادية، لا شيء مميز.,Instagram,2024-11-19
