user_id,text,platform,date
40,السعر مرتفع بعض الشي لاكنه يستاهل.,Amazon,2024-03-11
41,المكان نضيف جداً و الطعام شهي.,YouTube,2024-03-12
42,السماعات ضعيغه الصوت و غير مريحه.,Telegram,2024-03-13
43,الجوده معقوله مقابيل السعر المدفوع.,eBay,2024-03-14
44,افضل تجريه تسوق عبر النت مررت بهاا!,TripAdvisor,2024-03-15
45,التجربه لم تكن جيده، لا اوصي بهاا.,Booking,2024-03-16
46,الكمره جيده لاكن تحتاج لبعض التحسينات.,Twitter,2024-03-17
47,كل شي كأن مثالي، اشعر بلسعاده حقاً!,Facebook,2024-03-18
48,لا اوصي بذا المطعم، الطعام لم يكن طازجن.,Instagram,2024-03-19
49,السياره جميله ولكنها تحتاج إلى صيانه متكرره.,Amazon,2024-03-20
50,هاذا افضل منتج استخدمته ع الاطلاق!!,YouTube,2024-03-21
51, التطببق سهل و ادائه سريع جدااا., Twitter,2024-03-22
52, المنتوج وصصل مغلف بشكل ممتااز ووقت التوصييل كاان مضبووط., Facebook,2024-03-23
53, التصمم مو ع ذوقي، حسيته قدييم شويه., Instagram,2024-03-24
54, الرحله كاانت راائعه و المشرح السياحي كون فوق الممتاز., Amazon,2024-03-25
55, واجهة مشااكل ف التثبيت، لكن الدععم كاان سرييع جدا., YouTube,2024-03-26
56, المبايل خفيف و ساهل ف الحمل., Telegram,2024-03-27
57, الخدمه ف الفندف كاانت اكتر من راائعه., eBay,2024-03-28
58, الشاشه واضحه جدددا و الدقه عالياا., TripAdvisor,2024-03-29
59, التطببق ما يشتغل ع جهازي القيدم., Booking,2024-03-30
60, التجرربه كاانت رااائعه من البدايه للنهيا., Twitter,2024-03-31
61, ما وصلني المنتوج لسسه، قاعد انطظر., Facebook,2024-04-01
62, الاكل كاان لذذذيد و المكان حلو و جوه مريح., Instagram,2024-04-02
63, المكنسه قويه و سااهله ف الاستخدام., Amazon,2024-04-03
64, اشتريت هاذا المنتوج هديه لصديقي، و هوه عجبته مره., YouTube,2024-04-04
65, خدمه العملااء كاانت سريعه و متعاونه جدددا., Telegram,2024-04-05
66, السعر منسب مقارنه ب الجوده., eBay,2024-04-06
67, الموقه سهل التصفح و مرتبب., TripAdvisor,2024-04-07
68, ما واجهة اي مشااكل من دي بدأت استخدمه., Booking,2024-04-08
69, الطرد وصصل متاخر شوي، لكن المنتوج كون تمام., Twitter,2024-04-09
70, انصحكم تجربو هاذا المككان، ما راح تندموو., Facebook,2024-04-10
71, اشتريت هاذا الجهاز بناء ع توصيه صديقي, Instagram,2024-04-11
72, المنتوج يعنل بشكيل ممتااز و انا راضي عنهه., Amazon,2024-04-12
73, خدمه التوصييل كاانت ممتازه و سريعه., YouTube,2024-04-13
74, الجهااز حلو، تصميمه انيـق و اداءه مميز., Telegram,2024-04-14
75, كاان ف صعوبه ف الاعداد ف البدايه, بس بعدين صاار سهل., eBay
76, ما كنت متاكد من شراائه، لكن الحين ما ندمت., TripAdvisor,2024-04-16
77, المطعم كاان ملياان لكن الاكل كاان لذيد., Booking,2024-04-17
78, المنتوج زي م وعدو، مطابق للوصفف., Twitter,2024-04-18
79, الكرسي مريح جدددا، يناسب ل العمل لفترات طوويله., Facebook,2024-04-19
80, التجروباه كاانت سريعه و سهله، ما كاان ف مشاكل., Instagram,2024-04-20
81, التصميم بسيط و عمـلي، يعجبني., Amazon,2024-04-21
82, المنتوج ما فيه بعض الميزات الي كاان ابيها., YouTube,2024-04-22
83, الطرد وصصل ف حاله ممتازه, Telegram,2024-04-23
84, الصور ف الموقع ما تعكس الواقعب, eBay,2024-04-24
85, السععر مرتفع شويه لاكن الجوده مقبوله., TripAdvisor,2024-04-25
86, الخدمه كاانت ممتازه، لاكن وقت الانتضار طوييل., Booking,2024-04-26
87, المنتوج جيد لاكن التغليف كاان ضعيف., Twitter,2024-04-27
88, تجريبه ممتازه و رااح اشتري مراا ثانيه., Facebook,2024-04-28
89, التطبيق سهل و ما واجهت صعوبه ف استخدامه., Instagram,2024-04-29
90, الجهااز شغاال تمام لحد الحين, Amazon,2024-04-30
91, الاثاث انيق و مريح جدددا., YouTube,2024-05-01
92, اشكر خدمه العملاء ع الداعم السريع., Telegram,2024-05-02
93, الحجز كاان سهل و التجرربه كاانت تماام., eBay,2024-05-03
94, التطببق مفيد جذا ف تنظيم المهـام., TripAdvisor,2024-05-04
95, الموبايل بطاريته تدووم طوييل, Booking,2024-05-05
96, المكن منسب للعائلات و الاطفاال., Twitter,2024-05-06
97, جوده الصوره ممتازه ف كل الظرووف., Facebook,2024-05-07
98, المنتوج يستاهل كل ريـال دفعته فييه., Instagram,2024-05-08
99, ما ندمت ع تجربت هاذا المتجر., Amazon,2024-05-09
100, التطببيق سهل و يشتغل بكل سلاسهه., YouTube,2024-05-10
